DateTime,X1,X2,X3,X4,Y
2022/01/06 6:00,17.51666667,97.7,0.4693,1.2376,2093038.709
2022/01/06 7:00,18.71,92.42,0.6136,1.1817,2048933.392
2022/01/06 8:00,18.15,93.14,194.7634,142.1745,2258924.279
2022/01/06 9:00,20.51,88,766.74,670.384,2582845.291
2022/01/06 10:00,23.00333333,82.3,1080.56,1071.33,2905630.101
2022/01/06 11:00,25.63333333,78.822,1766.31,1543.75,3046519.215
2022/01/06 12:00,29.23666667,73.86,2169.18,1823.51,2927940.987
2022/01/06 13:00,30.90666667,71.01,1720.42,1662.31,2983098.456
2022/01/06 14:00,31.44,69.288,1928.68,1860.56,2930936.43
2022/01/06 15:00,30.85666667,73.704,1213.16,1227.2,2859665.544
2022/01/06 16:00,30.51333333,75.556,807.547,817.427,2919884.279
2022/01/06 17:00,29.69,79.244,257.127,259.48,3627738.456
2022/01/06 18:00,28.08666667,84.58,14.1531,14.56,4028094.911
2022/01/06 19:00,26.92666667,84.28,0.3536,0.8658,3947527.823
2022/01/06 20:00,25.83666667,85.28,0.4862,1.0023,3926043.266
2022/01/06 21:00,25.01,86.8,0.4056,1.0023,3693844.785
2022/01/06 22:00,24.81666667,87.44,0.3666,1.0946,3300718.709
2022/01/06 23:00,25,83.94,0.429,1.0621,2801512.633
2022/01/07 0:00,24.25,85.42,0.4524,1.0517,2359013.392
2022/01/07 1:00,23.08333333,87.84,0.3965,1.0452,2065150.101
2022/01/07 2:00,21.23,91.98,0.3588,1.0751,1937688.835
2022/01/07 3:00,20.64,91.9,0.4966,1.0556,1875714.152
2022/01/07 4:00,18.91666667,95.16,0.4095,1.2246,1849891.367
2022/01/07 5:00,18.54333333,94.6,0.4238,1.0322,1940374.405
2022/01/07 6:00,17.19333333,95.52,0.4576,1.2298,2073000.228
2022/01/07 7:00,16.84666667,96.22,0.4134,1.2493,2000903.013
2022/01/07 8:00,16.85,95.38,218.3207,168.675,2222255.924
2022/01/07 9:00,17.59666667,93.02,1033.162,345.683,2786535.418
2022/01/07 10:00,21.41333333,87.16,2261.61,430.768,2979070.101
2022/01/07 11:00,26.22666667,79.63,3100.5,555.425,3109113.645
2022/01/07 12:00,29.47,74.214,2978.82,915.2,3114381.493
2022/01/07 13:00,29.75666667,67.848,1793.61,1509.95,3057054.911
2022/01/07 14:00,29.64333333,70.842,1362.53,1263.47,2946120.228
2022/01/07 15:00,30.49666667,73.258,1971.97,1706.12,2840659.975
2022/01/07 16:00,30.48666667,72.844,1419.21,1622.14,2795728.329
2022/01/07 17:00,29.26666667,75.796,496.509,594.425,3514324.785
2022/01/07 18:00,26.87,82.52,18.6823,19.0411,3895055.924
2022/01/07 19:00,23.65666667,89.92,0.5109,0.7566,3810667.063
2022/01/07 20:00,25.37,87.42,0.4277,0.8918,3787839.722
2022/01/07 21:00,26.23666667,86.86,0.3523,1.0309,3608319.722
2022/01/07 22:00,26,88.22,0.4966,1.0556,3264360.228
2022/01/07 23:00,27.39,88.16,0.4394,1.0712,2775793.139
2022/01/08 0:00,28.67333333,87.4,0.3432,0.988,2307057.949
2022/01/08 1:00,28.77333333,85.28,0.3575,1.0595,2023007.316
2022/01/08 2:00,28.46666667,82.42,0.3627,0.9646,1862802.76
2022/01/08 3:00,27.76666667,82.68,0.39,1.2428,1767361.747
2022/01/08 4:00,26.94333333,85,0.4199,1.0959,1766225.544
2022/01/08 5:00,26.35666667,81.24,0.4485,1.0374,1826857.443
2022/01/08 6:00,26.69333333,78.068,0.4199,1.2688,1921988.582
2022/01/08 7:00,27.17,76.356,0.5369,1.1375,1665516.684
2022/01/08 8:00,25.26333333,77.08,126.0545,101.3896,1858051.367
2022/01/08 9:00,27.82333333,71.71,735.748,470.366,2306128.329
2022/01/08 10:00,29.52,71.446,1451.19,941.59,2762158.709
2022/01/08 11:00,30.96,66.582,1708.2,1047.67,2953247.316
2022/01/08 12:00,32.14,61.304,2395.25,835.64,3025964.278
2022/01/08 13:00,32.08,62.252,1889.29,977.6,3035260.481
2022/01/08 14:00,31.62333333,64.532,1649.31,796.64,2942711.62
2022/01/08 15:00,31.48,66.394,1361.88,1274.52,2840659.975
2022/01/08 16:00,31.46666667,70.246,1139.32,1252.68,2751209.848
2022/01/08 17:00,31.36,74.656,823.966,950.508,3377257.443
2022/01/08 18:00,30.45,80.94,20.5998,21.6138,3818620.481
2022/01/08 19:00,30.38,82.62,0.468,0.7384,3892680.228
2022/01/08 20:00,30.51666667,83.1,0.5226,0.9555,3835043.772
2022/01/08 21:00,30.53666667,84.92,0.5655,0.9737,3632489.848
2022/01/08 22:00,30.31666667,87.56,0.4134,1.0855,3221287.823
2022/01/08 23:00,30.37,81.18,0.5135,1.0569,2630255.924
2022/01/09 0:00,30.15,79.34,0.5109,1.066,2218744.025
2022/01/09 1:00,30.08333333,77.378,0.4732,1.0179,1948224.532
2022/01/09 2:00,29.95333333,77.272,0.5369,1.1869,1845759.721
2022/01/09 3:00,29.85666667,81.02,0.4667,1.196,1761680.734
2022/01/09 4:00,29.71666667,80.08,0.5668,1.0179,1683179.468
2022/01/09 5:00,29.81333333,77.814,0.4914,1.1999,1757239.215
2022/01/09 6:00,29.8,75.352,0.5278,0.9737,1998217.443
2022/01/09 7:00,29.84,72.802,0.5434,1.0478,2020734.911
2022/01/09 8:00,29.89,67.926,109.1441,102.0578,2268117.19
2022/01/09 9:00,30.84,65.018,1140.542,690.911,2545763.772
2022/01/09 10:00,32.07,64.74,2669.55,904.93,2887864.025
2022/01/09 11:00,33.10666667,63.704,2824.51,1149.2,3099404.278
2022/01/09 12:00,33.61,65.614,3492.84,1537.38,3116860.481
2022/01/09 13:00,33.59,67.776,3725.67,919.62,3106944.532
2022/01/09 14:00,33.26333333,70.456,2342.34,816.27,2974422
2022/01/09 15:00,32.88666667,74.47,2587,2442.96,2907386.051
2022/01/09 16:00,32.18666667,78.21,1288.56,1338.87,2860388.582
2022/01/09 17:00,31.32333333,79.78,476.1055,523.822,3614000.734
2022/01/09 18:00,30.76333333,81.36,10.5573,11.2099,4071270.607
2022/01/09 19:00,30.63333333,82.48,0.4433,0.845,4010535.418
2022/01/09 20:00,30.35333333,85.22,0.3562,1.1869,3966120.228
2022/01/09 21:00,30.16333333,86.06,0.5083,0.8957,3731029.595
2022/01/09 22:00,29.97,85.38,0.4524,0.9919,3331809.342
2022/01/09 23:00,29.49666667,85.84,0.5291,0.9542,2735096.43
2022/01/10 0:00,28.94666667,88.44,0.3562,1.0413,2331021.494
2022/01/10 1:00,28.98333333,89.08,0.325,1.1804,2076512.126
2022/01/10 2:00,29.3,88.3,0.3107,1.2584,1951426.557
2022/01/10 3:00,28.98333333,88.52,0.4862,1.1375,1900710.607
2022/01/10 4:00,28.71,88.1,0.364,1.2298,1877676.684
2022/01/10 5:00,28.6,88.78,0.377,1.079,1980451.367
2022/01/10 6:00,28.72666667,88.56,0.4966,1.2103,2205006.304
2022/01/10 7:00,28.19,87.68,0.6513,1.0452,2177634.152
2022/01/10 8:00,23.78,89.34,81.4021,79.196,2369239.215
2022/01/10 9:00,25.02666667,88.44,1026.844,400.933,2687169.342
2022/01/10 10:00,30.66333333,74.762,2547.35,709.15,2999625.038
2022/01/10 11:00,31.27,72.692,2946.06,789.62,3165923.772
2022/01/10 12:00,31.9,70.788,3665.61,932.23,3257439.722
2022/01/10 13:00,32.53,70.726,3800.16,708.5,3238020.987
2022/01/10 14:00,32.55666667,70.89,2929.81,900.38,3169229.089
2022/01/10 15:00,31.74,74.42,2116.92,2217.15,3077816.43
2022/01/10 16:00,31.62666667,76.684,1374.425,1556.087,3122954.658
2022/01/10 17:00,30.71333333,78.236,546.312,658.385,3756955.671
2022/01/10 18:00,27.81,84.96,19.1867,19.7912,4180036.177
2022/01/10 19:00,24.2,92.1,0.5187,0.7228,4082529.342
2022/01/10 20:00,22.94666667,94.36,0.4147,0.819,4041935.924
2022/01/10 21:00,22.13,96.88,0.3991,0.8099,3786910.101
2022/01/10 22:00,21.62666667,96.8,0.429,0.9165,3399155.165
2022/01/10 23:00,20.52666667,97.8,0.5044,0.8528,2857599.722
2022/01/11 0:00,20.12,96.04,0.4719,0.9893,2419645.291
2022/01/11 1:00,19.78333333,95.68,0.4771,0.9789,2148609.342
2022/01/11 2:00,20.05333333,93.78,0.4615,0.9919,1995118.709
2022/01/11 3:00,18.3,94.8,0.4823,1.0023,1920645.797
2022/01/11 4:00,19.17,93.52,0.5395,1.0465,1913002.253
2022/01/11 5:00,18.42333333,87.52,0.5096,1.0049,1999043.772
2022/01/11 6:00,18.32666667,87.86,0.6032,1.1089,2096447.316
2022/01/11 7:00,19.58666667,85.706,0.6227,1.0374,1817664.532
2022/01/11 8:00,19.03333333,74.874,160.68,148.7317,2082709.595
2022/01/11 9:00,19.21,76.208,1200.81,554.177,2456933.393
2022/01/11 10:00,22.87333333,71.19,1998.75,494.689,2827542
2022/01/11 11:00,28.52666667,61.634,3069.17,611,3063562.253
2022/01/11 12:00,35.46333333,56.458,3325.92,768.69,3114071.62
2022/01/11 13:00,37.02333333,50.868,3119.09,1544.92,3103019.468
2022/01/11 14:00,37.50333333,47.992,2668.12,1938.04,3036086.81
2022/01/11 15:00,38.52,48.394,2559.57,2679.95,2937856.937
2022/01/11 16:00,38.22666667,49.754,1105.65,1163.5,2915339.468
2022/01/11 17:00,36.53333333,51.2,489.619,530.816,3544898.962
2022/01/11 18:00,33.77,63.174,19.6287,20.566,4098849.342
2022/01/11 19:00,32.14333333,71.404,0.5005,0.9113,4064453.392
2022/01/11 20:00,29.76,79.388,0.4979,1.0894,4043795.165
2022/01/11 21:00,26.45,81.86,0.4771,0.8437,3806018.962
2022/01/11 22:00,25.28,79.146,0.3536,0.936,3436959.722
2022/01/11 23:00,23.88333333,81.138,0.5226,0.8151,2868548.582
2022/01/12 0:00,21.82,80.698,0.4667,0.9399,2397024.532
2022/01/12 1:00,20.53,82.9,0.5278,1.0231,2130739.975
2022/01/12 2:00,19.98,84.72,0.4667,1.0374,1990470.608
2022/01/12 3:00,18.95,85.66,0.481,0.9503,1919922.759
2022/01/12 4:00,18.78333333,82.94,0.5382,1.0465,1884700.481
2022/01/12 5:00,20.68666667,76.422,0.4381,0.9503,1980038.202
2022/01/12 6:00,22.29666667,76.194,0.3822,1.0751,2203870.101
2022/01/12 7:00,22.41666667,82.18,0.533,0.9737,2177530.861
2022/01/12 8:00,23.54666667,89.58,25.8583,25.1212,2397437.696
2022/01/12 9:00,29.1,85.84,400.361,387.465,2775379.975
2022/01/12 10:00,32.97666667,76.95,2308.8,1565.98,3052200.228
2022/01/12 11:00,33.82,81.802,2503.15,1444.17,3256303.519
2022/01/12 12:00,34.28333333,81.98,3938.09,2160.08,3349162.253
2022/01/12 13:00,34.77,78.762,3700.97,2269.93,3269834.658
2022/01/12 14:00,33.68,81.76,3268.85,2281.76,3166336.937
2022/01/12 15:00,33.25666667,81.52,1395.68,1414.4,3057984.532
2022/01/12 16:00,32.81666667,83.04,1090.57,1149.33,3026480.734
2022/01/12 17:00,31.97333333,87.1,379.847,396.526,3660378.456
2022/01/12 18:00,31.11,90.24,23.4078,24.206,4175801.24
2022/01/12 19:00,30.33,93.08,0.4108,0.8242,4118371.367
2022/01/12 20:00,30.16666667,94.3,0.4147,1.0569,4075815.418
2022/01/12 21:00,30.2,94.2,0.4394,1.0751,3834010.861
2022/01/12 22:00,30.36,93.92,0.442,0.9698,3431898.456
2022/01/12 23:00,30.33666667,94.54,0.429,1.0647,2872163.772
2022/01/13 0:00,30.31333333,94.84,0.4563,1.0647,2397024.532
2022/01/13 1:00,29.83666667,96.4,0.3588,1.2142,2128570.861
2022/01/13 2:00,29.66333333,97.1,0.3952,1.2766,2007203.772
2022/01/13 3:00,29.02,97.26,0.3679,1.1466,1937172.38
2022/01/13 4:00,27.57,96.68,0.4004,1.0751,1920232.633
2022/01/13 5:00,27.14,96.04,0.3952,1.2389,2031787.063
2022/01/13 6:00,26.47,96.5,0.416,1.1674,2237646.304
2022/01/13 7:00,25.95333333,94.72,0.4251,1.1362,2197259.468
2022/01/13 8:00,25.64666667,94.18,45.5819,46.2969,2340730.861
2022/01/13 9:00,27.07666667,94.12,235.456,238.68,2608874.658
2022/01/13 10:00,30.34,93.88,774.8,787.02,2916992.127
2022/01/13 11:00,31.63666667,89.48,1417,1450.67,3114381.493
2022/01/13 12:00,32.08,86.6,1729.39,1754.35,3052923.266
2022/01/13 13:00,32.62666667,83.74,1893.06,1922.31,3081328.329
2022/01/13 14:00,32.89333333,82.34,1870.7,1903.59,3029476.177
2022/01/13 15:00,33.06666667,79.98,1666.99,1705.47,2980826.051
2022/01/13 16:00,32.90333333,80.16,1231.62,1241.11,3006648.835
2022/01/13 17:00,32.04,82.82,352.859,358.241,3622470.608
2022/01/13 18:00,30.81666667,86.48,22.0844,22.9788,4104117.19
2022/01/13 19:00,28.79666667,90.5,0.3562,0.8255,4048546.557
2022/01/13 20:00,27.12333333,94.24,0.3731,0.9009,3995454.911
2022/01/13 21:00,26.09333333,96.12,0.4329,0.9243,3730513.139
2022/01/13 22:00,26.07,97.6,0.4238,1.1141,3376947.57
2022/01/13 23:00,26.47333333,97.28,0.3107,1.0803,2860801.747
2022/01/14 0:00,28.18333333,92.94,0.3718,1.0166,2430077.696
2022/01/14 1:00,28.36,89.44,0.4147,1.0634,2125162.253
2022/01/14 2:00,31.25666667,73.72,0.4797,0.8931,1959896.43
2022/01/14 3:00,34.56666667,53.366,0.3627,1.0673,1897818.455
2022/01/14 4:00,34.19333333,54.974,0.4524,0.8424,1902363.266
2022/01/14 5:00,31.06333333,65.102,0.5187,0.9295,2000179.975
2022/01/14 6:00,28.37666667,75.852,0.5148,1.1128,2164722.76
2022/01/14 7:00,25.92,82.78,0.559,1.1583,2008546.557
2022/01/14 8:00,24.97,84.78,121.6306,114.374,2224941.494
2022/01/14 9:00,24.59333333,85.42,1029.509,907.803,2614039.215
2022/01/14 10:00,26.25666667,80.74,1508.65,896.48,2969154.152
2022/01/14 11:00,29.22333333,75.75,2007.85,1394.77,3129048.836
2022/01/14 12:00,30.53666667,72.274,1120.34,1118.78,3161275.671
2022/01/14 13:00,32.44333333,66.524,1117.74,1120.86,3150946.557
2022/01/14 14:00,34.96,63.28,2312.44,2269.02,2974628.582
2022/01/14 15:00,35.86666667,61.714,1099.93,1118.39,2878980.987
2022/01/14 16:00,36.02,68.07,961.22,990.6,2894061.494
2022/01/14 17:00,35.89,68.608,458.991,492.999,3473318.202
2022/01/14 18:00,33.29666667,73.294,63.2489,65.7878,3967772.886
2022/01/14 19:00,29.27666667,84.14,0.3874,0.9165,3932447.316
2022/01/14 20:00,26.39333333,85.64,0.4004,0.9503,3868613.392
2022/01/14 21:00,26.13,86.28,0.4199,0.9022,3665026.557
2022/01/14 22:00,25.70666667,91.68,0.5434,0.9555,3338729.848
2022/01/14 23:00,25.61666667,93.14,0.4537,0.9581,2395268.582
2022/01/15 0:00,23.56,96.5,0.5278,1.1141,2157698.962
2022/01/15 1:00,22.46333333,98.1,0.4953,0.9802,1579062
2022/01/15 2:00,21,100.14,0.4537,0.9984,1403673.645
2022/01/15 3:00,20.65,100.02,0.4043,1.0933,1315979.468
2022/01/15 4:00,19.44333333,100.26,0.4277,1.2103,1265986.557
2022/01/15 5:00,20.72666667,100.3,0.4537,1.1375,1346760.228
2022/01/15 6:00,20.59333333,97.84,0.4381,0.9828,1378264.025
2022/01/15 7:00,19.93666667,97.18,0.5655,0.9685,1094523.266
2022/01/15 8:00,20.14666667,97.54,115.284,109.4418,1264540.481
2022/01/15 9:00,21.21333333,97.86,916.916,803.738,1594968.836
2022/01/15 10:00,26.26666667,92.56,2238.86,1274.65,1987268.582
2022/01/15 11:00,32.94666667,76.08,3188.38,1352.91,2193127.823
2022/01/15 12:00,35.64333333,65.432,3654.95,1578.72,2698428.076
2022/01/15 13:00,37.05,58.986,3247.01,2379.13,2904597.19
2022/01/15 14:00,37.51666667,53.446,3517.02,3655.47,2808846.304
2022/01/15 15:00,37.45,55.01,2608.06,2907.32,2727349.595
2022/01/15 16:00,36.84666667,56.442,1424.41,1587.17,2679215.924
2022/01/15 17:00,35.42,59.09,527.735,601.952,3237091.367
2022/01/15 18:00,33.39333333,64.754,39.3679,39.858,3823681.747
2022/01/15 19:00,32.32666667,68.82,0.4485,0.7098,3930588.076
2022/01/15 20:00,32.48666667,67.992,0.4329,0.884,3957960.228
2022/01/15 21:00,32.26,63.974,0.4433,0.7969,3719047.823
2022/01/15 22:00,33.08,55.834,0.4849,0.7462,3368994.152
2022/01/15 23:00,31.96,63.002,0.533,0.806,2806057.443
2022/01/16 0:00,32.48333333,63.272,0.4329,0.858,2157698.962
2022/01/16 1:00,32.35,63.932,0.4628,0.8008,1724599.215
2022/01/16 2:00,33.37666667,58.174,0.4771,0.7943,1611392.127
2022/01/16 3:00,34.00666667,55.488,0.4433,0.9113,1595795.164
2022/01/16 4:00,28.46333333,83.68,0.5967,1.1128,1729453.899
2022/01/16 5:00,28.86666667,80,0.533,1.1271,1901640.228
2022/01/16 6:00,27.79,82.176,0.6344,1.2779,2107086.304
2022/01/16 7:00,23.15666667,95.96,0.6149,1.4508,2100372.38
2022/01/16 8:00,23.64666667,92.7,48.3886,49.881,2279479.215
2022/01/16 9:00,25.18666667,80.918,564.434,574.327,2632321.747
2022/01/16 10:00,25.74,77.296,1017.51,1028.17,2932589.089
2022/01/16 11:00,25.90333333,69.354,2722.72,2237.43,3135143.013
2022/01/16 12:00,25.16333333,64.614,1531.66,1464.45,3237297.95
2022/01/16 13:00,25.64666667,60.298,2480.53,2413.58,3192572.886
2022/01/16 14:00,26.51666667,50.562,3627.39,3937.83,3069139.975
2022/01/16 15:00,27.74333333,41.13,2837.9,3250.39,2963679.722
2022/01/16 16:00,27.17666667,45.562,1284.53,1478.23,2925462
2022/01/16 17:00,26.02,55.148,498.16,588.445,3523620.987
2022/01/16 18:00,24.50666667,60.192,34.3434,35.8943,4123329.342
2022/01/16 19:00,25.28666667,58.36,0.4186,0.9698,4058255.924
2022/01/16 20:00,23.57666667,66.15,0.5577,0.78,4009089.342
2022/01/16 21:00,23.14666667,68.926,0.4485,0.8437,3470632.633
2022/01/16 22:00,22.06666667,72.864,0.4147,0.8918,3277374.911
2022/01/16 23:00,21.94,73.84,0.4719,0.9646,2793662.506
2022/01/17 0:00,20.68333333,80.96,0.4147,1.0101,2348374.405
2022/01/17 1:00,21.06,77.366,0.4862,0.9828,2077235.165
2022/01/17 2:00,21.08666667,78.374,0.5577,0.9594,1958243.772
2022/01/17 3:00,20.65666667,81.6,0.5265,1.0023,1899367.823
2022/01/17 4:00,20.08333333,84.46,0.5759,0.9984,1877883.266
